    0.6000  -4.33826447e-01   -0.78
    0.8000  -6.59172058e-01   -1.19
    1.0000  -8.20865631e-01   -1.48
    1.2000  -9.67197418e-01   -1.75
    1.4000  -1.05284119e+00   -1.90
    1.6000  -1.16049194e+00   -2.10
    1.8000  -1.22555923e+00   -2.22
    2.0000  -1.26777649e+00   -2.30
    2.2000  -1.32363892e+00   -2.40
    2.4000  -1.09107971e+00   -1.98
    2.6000  -8.07353973e-01   -1.47
    2.8000  -5.62435150e-01   -1.02
    3.0000  -4.65251923e-01   -0.85
    3.2000  -8.27789307e-02   -0.15
    3.4000   1.70101166e-01    0.31
    3.6000   2.91843414e-01    0.53
    3.8000   3.85295868e-01    0.70
    4.0000   4.58526611e-01    0.84
    4.2000   4.27177429e-01    0.78
    4.4000   3.78589630e-01    0.69
    4.6000   3.19957733e-01    0.58
    4.8000   2.55744934e-01    0.47
    5.0000   1.90105438e-01    0.35
    5.2000   1.19712830e-01    0.22
    5.4000  -3.01513672e-02   -0.06
    5.6000  -3.23299408e-01   -0.59
    5.8000  -5.34694672e-01   -0.98
    6.0000  -5.68679810e-01   -1.04
    6.2000  -6.47071838e-01   -1.19
    6.4000  -6.72412872e-01   -1.23
    6.6000  -6.74449921e-01   -1.24
    6.8000  -6.68792725e-01   -1.23
    7.0000  -6.84654236e-01   -1.26
    7.2000  -7.28015900e-01   -1.34
    7.4000  -7.96798706e-01   -1.47
    7.6000  -8.26496124e-01   -1.52
    7.8000  -8.58722687e-01   -1.58
    8.0000  -8.89202118e-01   -1.64
    8.2000  -8.83922577e-01   -1.63
    8.4000  -8.61457825e-01   -1.59
    8.6000  -8.18244934e-01   -1.51
    8.8000  -7.62966156e-01   -1.41
    9.0000  -7.21656799e-01   -1.33
    9.2000  -6.86416626e-01   -1.27
    9.4000  -6.58763885e-01   -1.22
    9.6000  -6.27384186e-01   -1.16
    9.8000  -5.92880249e-01   -1.10
   10.0000  -5.62789917e-01   -1.04
   10.2000  -5.29022217e-01   -0.98
   10.4000  -5.03356934e-01   -0.93
   10.6000  -4.84230042e-01   -0.90
   10.8000  -4.70203400e-01   -0.87
   11.0000  -4.62013245e-01   -0.86
   11.2000  -4.47353363e-01   -0.83
   11.4000  -4.39125061e-01   -0.82
   11.6000  -4.35531616e-01   -0.81
   11.8000  -4.34711456e-01   -0.81
   12.0000  -4.33006287e-01   -0.81
   12.2000  -4.30725098e-01   -0.80
   12.4000  -4.40109253e-01   -0.82
   12.6000  -4.52041626e-01   -0.84
   12.8000  -4.74723816e-01   -0.89
   13.0000  -4.91973877e-01   -0.92
   13.2000  -4.98313904e-01   -0.93
   13.4000  -5.02758026e-01   -0.94
   13.6000  -5.02994537e-01   -0.94
   13.8000  -5.15727997e-01   -0.96
   14.0000  -5.51803589e-01   -1.03
   14.2000  -5.94486237e-01   -1.11
   14.4000  -6.02329254e-01   -1.13
