    1.0000   4.97631073e-01    0.90
    1.3333   2.99758911e-01    0.54
    1.6667   1.73526764e-01    0.32
    2.0000   1.23252869e-01    0.22
    2.3333   1.06071472e-01    0.19
    2.6667   1.18690491e-01    0.22
    3.0000   1.43726349e-01    0.26
    3.3333   1.74327850e-01    0.32
    3.6667   1.98860168e-01    0.37
    4.0000   2.17926025e-01    0.40
    4.3333   2.18158722e-01    0.40
    4.6667   1.86508179e-01    0.34
    5.0000   2.17945099e-01    0.40
    5.3333   3.16497803e-01    0.59
    5.6667   4.11621094e-01    0.76
    6.0000   4.35817719e-01    0.81
    6.3333   4.48612213e-01    0.83
    6.6667   4.82940674e-01    0.90
    7.0000   4.64973450e-01    0.87
    7.3333   3.22490692e-01    0.60
    7.6667   1.54857635e-01    0.29
    8.0000  -6.83670044e-02   -0.13
    8.3333  -3.59420776e-01   -0.67
    8.6667  -4.99626160e-01   -0.94
    9.0000  -5.04714966e-01   -0.95
    9.3333  -3.75709534e-01   -0.71
    9.6667  -3.05191040e-01   -0.58
   10.0000  -2.38674164e-01   -0.45
   10.3333  -1.66408539e-01   -0.31
   10.6667  -1.27700806e-01   -0.24
   11.0000  -1.28005981e-01   -0.24
   11.3333  -1.04335785e-01   -0.20
   11.6667  -6.38809204e-02   -0.12
   12.0000  -3.13491821e-02   -0.06
   12.3333  -2.31246948e-02   -0.04
   12.6667  -1.56173706e-02   -0.03
   13.0000  -1.58996582e-02   -0.03
   13.3333  -1.41944885e-02   -0.03
   13.6667  -7.67250061e-02   -0.15
   14.0000  -1.56791687e-01   -0.30
