    1.0000   2.92671204e-01    0.53
    1.3333   1.32755280e-01    0.24
    1.6667   3.62052917e-02    0.07
    2.0000  -2.83050537e-02   -0.05
    2.3333  -7.41157532e-02   -0.14
    2.6667  -1.18328094e-01   -0.22
    3.0000  -1.39759064e-01   -0.26
    3.3333  -1.28700256e-01   -0.24
    3.6667  -1.06857300e-01   -0.20
    4.0000  -8.57543945e-02   -0.16
    4.3333  -8.35266113e-02   -0.16
    4.6667  -6.45790100e-02   -0.12
    5.0000  -2.23236084e-02   -0.04
    5.3333   4.33883667e-02    0.08
    5.6667   1.33495331e-01    0.25
    6.0000   2.19345093e-01    0.41
    6.3333   2.87036896e-01    0.54
    6.6667   3.24962616e-01    0.61
    7.0000   3.59714508e-01    0.68
    7.3333   3.57299805e-01    0.67
    7.6667   3.76205444e-01    0.71
    8.0000   3.33213806e-01    0.63
    8.3333   1.07120514e-01    0.20
    8.6667   8.80393982e-02    0.17
    9.0000   3.39088440e-02    0.06
    9.3333  -6.48155212e-02   -0.12
    9.6667  -3.89244080e-01   -0.74
   10.0000  -7.60101318e-01   -1.45
   10.3333  -8.64158630e-01   -1.66
   10.6667  -5.58567047e-01   -1.07
   11.0000  -3.18855286e-01   -0.61
   11.3333  -1.83395386e-01   -0.35
   11.6667  -6.90841675e-02   -0.13
   12.0000  -9.06372070e-03   -0.02
   12.3333   5.52825928e-02    0.11
   12.6667   1.09985352e-01    0.21
   13.0000   2.19699860e-01    0.43
   13.3333   2.64156342e-01    0.51
   13.6667   2.83161163e-01    0.55
   14.0000   2.95406342e-01    0.58
