    1.0000   3.08254242e-01    0.56
    1.3333   1.29981995e-01    0.23
    1.6667   1.39999390e-03    0.00
    2.0000  -7.29064941e-02   -0.13
    2.3333  -1.15825653e-01   -0.21
    2.6667  -1.36436462e-01   -0.25
    3.0000  -1.53697968e-01   -0.28
    3.3333  -1.62536621e-01   -0.29
    3.6667  -1.51271820e-01   -0.27
    4.0000  -1.33743286e-01   -0.24
    4.3333  -1.13975525e-01   -0.21
    4.6667  -9.12857056e-02   -0.17
    5.0000  -4.70046997e-02   -0.09
    5.3333  -2.27165222e-02   -0.04
    5.6667  -4.97436523e-03   -0.01
    6.0000  -9.86480713e-03   -0.02
    6.3333  -2.54440308e-03   -0.00
    6.6667  -3.22875977e-02   -0.06
    7.0000  -3.25775146e-02   -0.06
    7.3333  -2.03132629e-02   -0.04
    7.6667  -1.94549561e-02   -0.04
    8.0000  -4.00123596e-02   -0.07
    8.3333  -6.28776550e-02   -0.12
    8.6667  -7.32688904e-02   -0.13
    9.0000  -7.76634216e-02   -0.14
    9.3333  -8.16764832e-02   -0.15
    9.6667  -5.96580505e-02   -0.11
   10.0000  -5.46760559e-02   -0.10
   10.3333  -3.97796631e-02   -0.07
   10.6667  -1.92794800e-02   -0.04
   11.0000  -1.15203857e-03   -0.00
   11.3333   2.54402161e-02    0.05
   11.6667   5.13305664e-02    0.09
   12.0000   8.66355896e-02    0.16
   12.3333   1.21227264e-01    0.22
   12.6667   1.44229889e-01    0.27
   13.0000   1.47888184e-01    0.27
   13.3333   1.36711121e-01    0.25
   13.6667   1.02886200e-01    0.19
   14.0000   4.75540161e-02    0.09
