    1.0000   9.35081482e-01    1.69
    1.3333   7.36228943e-01    1.33
    1.6667   5.79177856e-01    1.05
    2.0000   4.83837128e-01    0.88
    2.3333   4.47570801e-01    0.81
    2.6667   4.32003021e-01    0.78
    3.0000   4.29931641e-01    0.78
    3.3333   4.30793762e-01    0.78
    3.6667   4.24186707e-01    0.77
    4.0000   4.05597687e-01    0.74
    4.3333   3.61274719e-01    0.66
    4.6667   3.66630554e-01    0.67
    5.0000   3.74027252e-01    0.68
    5.3333   3.67549896e-01    0.67
    5.6667   3.57460022e-01    0.65
    6.0000   3.83079529e-01    0.70
    6.3333   4.09587860e-01    0.75
    6.6667   4.14863586e-01    0.76
    7.0000   3.80386353e-01    0.70
    7.3333   3.02551270e-01    0.56
    7.6667   1.41239166e-01    0.26
    8.0000  -1.47247314e-02   -0.03
    8.3333  -3.27590942e-01   -0.60
    8.6667  -5.83087921e-01   -1.07
    9.0000  -7.37358093e-01   -1.36
    9.3333  -5.81352234e-01   -1.07
    9.6667  -4.77573395e-01   -0.88
   10.0000  -3.21304321e-01   -0.59
   10.3333  -2.07004547e-01   -0.38
   10.6667  -1.35864258e-01   -0.25
   11.0000  -9.18159485e-02   -0.17
   11.3333  -4.11262512e-02   -0.08
   11.6667   2.20489502e-02    0.04
   12.0000   5.22994995e-02    0.10
   12.3333   8.11767578e-02    0.15
   12.6667   8.27941895e-02    0.15
   13.0000   4.83627319e-02    0.09
   13.3333  -3.94515991e-02   -0.07
   13.6667  -3.35071564e-01   -0.62
   14.0000  -6.96239471e-01   -1.30
