    1.0000  -1.42074585e-01   -0.26
    1.3333  -3.19423676e-01   -0.58
    1.6667  -4.42085266e-01   -0.80
    2.0000  -4.90943909e-01   -0.89
    2.3333  -5.23075104e-01   -0.95
    2.6667  -5.49968719e-01   -1.00
    3.0000  -5.66379547e-01   -1.04
    3.3333  -5.68458557e-01   -1.04
    3.6667  -5.34660339e-01   -0.98
    4.0000  -4.88540649e-01   -0.90
    4.3333  -4.48673248e-01   -0.83
    4.6667  -4.11083221e-01   -0.76
    5.0000  -3.62102509e-01   -0.67
    5.3333  -3.35994720e-01   -0.62
    5.6667  -2.93174744e-01   -0.54
    6.0000  -2.32360840e-01   -0.43
    6.3333  -1.66362762e-01   -0.31
    6.6667  -7.61413574e-02   -0.14
    7.0000   1.04675293e-02    0.02
    7.3333   4.76531982e-02    0.09
    7.6667   8.63761902e-02    0.16
    8.0000   1.25881195e-01    0.24
    8.3333   1.62765503e-01    0.30
    8.6667   1.96372986e-01    0.37
    9.0000   2.24792480e-01    0.42
    9.3333   2.53135681e-01    0.48
    9.6667   2.67463684e-01    0.50
   10.0000   2.63839722e-01    0.50
   10.3333   1.98589325e-01    0.37
   10.6667   1.06628418e-01    0.20
   11.0000   1.11381531e-01    0.21
   11.3333   1.86344147e-01    0.35
   11.6667   2.30659485e-01    0.44
   12.0000   2.51300812e-01    0.48
   12.3333   2.40184784e-01    0.46
   12.6667   2.07801819e-01    0.39
   13.0000   1.60518646e-01    0.31
   13.3333   4.50363159e-02    0.09
   13.6667  -7.11212158e-02   -0.14
   14.0000  -1.48845673e-01   -0.28
