    1.0000  -1.69639587e-01   -0.31
    1.3333  -2.97527313e-01   -0.54
    1.6667  -3.68885040e-01   -0.67
    2.0000  -4.06059265e-01   -0.74
    2.3333  -4.24396515e-01   -0.78
    2.6667  -4.27276611e-01   -0.78
    3.0000  -4.19647217e-01   -0.77
    3.3333  -4.05994415e-01   -0.75
    3.6667  -3.87855530e-01   -0.72
    4.0000  -3.64830017e-01   -0.68
    4.3333  -3.32798004e-01   -0.62
    4.6667  -2.86964417e-01   -0.53
    5.0000  -2.46131897e-01   -0.46
    5.3333  -2.10842133e-01   -0.39
    5.6667  -1.59324646e-01   -0.30
    6.0000  -1.00185394e-01   -0.19
    6.3333  -4.35104370e-02   -0.08
    6.6667   1.25770569e-02    0.02
    7.0000   5.62515259e-02    0.11
    7.3333   8.39843750e-02    0.16
    7.6667   7.59124756e-02    0.14
    8.0000   7.29751587e-03    0.01
    8.3333   1.75476074e-02    0.03
    8.6667   1.85317993e-02    0.04
    9.0000  -3.01742554e-03   -0.01
    9.3333  -5.13610840e-02   -0.10
    9.6667  -4.73747253e-02   -0.09
   10.0000   5.56182861e-03    0.01
   10.3333   7.33413696e-02    0.14
   10.6667   8.66661072e-02    0.17
   11.0000   7.48329163e-02    0.14
   11.3333   6.42776489e-03    0.01
   11.6667  -6.71768188e-03   -0.01
   12.0000  -3.10668945e-02   -0.06
   12.3333   2.58712769e-02    0.05
   12.6667   1.10408783e-01    0.21
   13.0000   2.02724457e-01    0.39
   13.3333   2.93804169e-01    0.57
   13.6667   3.90098572e-01    0.76
   14.0000   4.68444824e-01    0.91
