    1.0000   6.27170563e-01    1.13
    1.3333   4.10171509e-01    0.74
    1.6667   2.62729645e-01    0.48
    2.0000   1.79485321e-01    0.33
    2.3333   1.39385223e-01    0.25
    2.6667   9.35821533e-02    0.17
    3.0000   6.98242188e-02    0.13
    3.3333   5.11398315e-02    0.09
    3.6667   5.34057617e-02    0.10
    4.0000   5.20744324e-02    0.09
    4.3333   3.83186340e-02    0.07
    4.6667   1.64756775e-02    0.03
    5.0000   6.54220581e-03    0.01
    5.3333  -9.14764404e-03   -0.02
    5.6667  -2.38113403e-02   -0.04
    6.0000  -3.66172791e-02   -0.07
    6.3333  -5.22003174e-02   -0.10
    6.6667  -5.10025024e-02   -0.09
    7.0000  -4.93850708e-02   -0.09
    7.3333  -5.99021912e-02   -0.11
    7.6667  -6.25610352e-02   -0.12
    8.0000  -4.00199890e-02   -0.07
    8.3333  -3.70674133e-02   -0.07
    8.6667  -5.58853149e-02   -0.10
    9.0000  -1.01448059e-01   -0.19
    9.3333  -1.36325836e-01   -0.25
    9.6667  -1.61598206e-01   -0.30
   10.0000  -1.49646759e-01   -0.28
   10.3333  -1.16058350e-01   -0.22
   10.6667  -8.81004333e-02   -0.16
   11.0000  -6.90231323e-02   -0.13
   11.3333  -5.80291748e-02   -0.11
   11.6667  -4.60128784e-02   -0.09
   12.0000  -2.49671936e-02   -0.05
   12.3333   2.25524902e-02    0.04
   12.6667   6.67953491e-02    0.12
   13.0000   1.02180481e-01    0.19
   13.3333   1.35295868e-01    0.25
   13.6667   1.55494690e-01    0.29
   14.0000   1.44336700e-01    0.27
